,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Id
258,829,245,1,3,0,4,3,361.0,0.0,2,6,0.0,0.0,2,602.0,1,2,4,0,4,2,12,13,4,5,1,2,2,6,2.0,5,2,5,1,1792,1,1,0,5,1,2,3,0,12435,4,80.0,3,0,5,3,172.0,1,1,0,4,5,96,4,6,2,0,1,1,4,8,0,963.0,0,2001,2001,2008,259
259,0,0,1,2,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,2,0,0,4,3,3,3,4,3,0,2,1,6,1.0,5,3,5,5,882,0,1,2,2,1,3,3,0,12702,4,70.0,3,0,0,4,0.0,2,1,0,11,17,45,4,4,2,0,1,1,4,8,0,0.0,0,1956,1956,2008,260
260,0,0,1,3,0,4,1,672.0,690.0,5,0,1.0,0.0,4,0.0,1,0,4,252,4,3,13,14,1,5,1,1,1,6,2.0,5,3,5,1,1382,0,1,4,7,1,3,3,0,19296,0,120.0,3,0,8,3,399.0,1,1,0,4,12,0,4,5,2,0,1,1,4,8,0,1362.0,0,1962,1962,2009,261
261,1092,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,0,1482.0,1,2,4,0,4,2,5,5,4,2,1,2,2,6,3.0,5,0,5,3,2574,1,1,0,5,1,0,3,0,9588,4,69.0,0,0,5,3,270.0,3,1,0,10,5,148,4,7,2,0,1,1,5,6,0,1482.0,0,2007,2007,2007,262
262,0,0,1,3,0,1,0,506.0,0.0,0,6,1.0,0.0,2,0.0,1,2,4,0,4,3,6,10,1,5,1,1,1,6,2.0,5,3,5,1,1212,0,1,4,7,1,3,3,0,8471,0,88.0,0,0,8,3,46.0,1,1,0,6,19,12,6,5,2,0,1,1,4,8,0,506.0,292,1977,1995,2006,263
263,0,0,1,3,0,4,3,234.0,692.0,3,0,1.0,0.0,4,0.0,1,2,4,0,4,3,13,14,4,3,0,0,1,6,2.0,5,3,5,5,1316,0,1,4,0,1,3,3,0,5500,0,50.0,3,390,4,4,0.0,2,1,0,3,17,0,6,4,2,0,1,1,4,8,0,926.0,0,1929,2001,2010,264
264,0,0,0,2,0,4,3,0.0,0.0,6,6,0.0,0.0,1,680.0,0,0,2,0,4,3,13,14,4,3,0,0,1,6,2.0,5,3,5,5,764,0,1,2,2,1,3,0,0,5232,4,30.0,2,0,1,4,0.0,2,1,0,5,17,0,4,4,0,0,1,1,4,8,0,680.0,0,1925,2004,2008,265
265,0,0,1,3,0,4,3,588.0,228.0,2,3,0.0,0.0,2,606.0,1,2,4,0,2,3,8,8,0,5,1,1,2,6,2.0,5,0,5,1,1422,0,1,4,2,1,2,3,0,12090,4,78.0,0,0,0,3,210.0,1,1,0,5,14,0,5,5,2,0,1,1,4,8,0,1422.0,276,1981,1981,2008,266
266,709,0,1,3,0,4,0,714.0,0.0,2,6,1.0,0.0,2,88.0,1,2,4,0,4,3,12,13,4,5,1,2,2,6,2.0,5,0,5,1,1511,1,1,2,5,1,3,1,0,11207,2,70.0,0,0,5,3,0.0,2,1,0,5,8,75,4,5,2,0,1,1,4,8,0,802.0,95,1997,1997,2006,267
267,720,0,1,4,0,4,3,378.0,0.0,3,6,0.0,0.0,4,342.0,1,2,4,0,4,3,13,14,4,2,1,2,2,6,1.0,5,3,5,5,2192,1,1,0,3,1,2,0,1,8400,4,60.0,3,420,7,3,0.0,2,1,0,6,18,24,7,4,2,0,1,1,4,8,0,720.0,262,1939,1997,2008,268
268,0,0,1,2,0,4,3,403.0,125.0,0,5,0.0,0.0,4,212.0,1,2,4,0,4,3,12,13,4,2,1,1,1,6,1.0,0,0,0,5,778,0,1,0,2,1,3,3,0,6900,4,71.0,3,0,1,4,0.0,2,1,0,1,9,25,5,4,2,0,1,1,4,8,0,740.0,0,1940,1955,2008,269
269,0,0,1,3,0,1,3,751.0,0.0,1,6,1.0,0.0,4,392.0,1,2,4,0,2,3,6,6,0,1,1,1,1,6,1.0,2,2,5,1,1113,1,1,4,2,1,3,3,0,7917,0,65.5,0,0,0,3,174.0,1,1,0,4,7,30,6,5,2,0,1,3,4,8,0,1143.0,370,1976,1976,2007,270
270,844,0,1,3,0,4,2,0.0,0.0,6,6,0.0,0.0,2,1095.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,2,5,1,1939,1,1,2,5,1,2,3,0,10728,4,84.0,3,0,5,1,0.0,2,1,0,7,21,51,4,7,2,0,1,1,5,6,0,1095.0,192,2006,2006,2006,271
271,0,0,1,2,0,4,1,226.0,1063.0,3,2,1.0,0.0,2,96.0,1,2,4,0,4,3,9,10,4,5,2,1,1,4,2.0,5,3,5,1,1363,0,1,0,2,1,3,2,2,39104,1,73.0,0,0,0,3,0.0,2,1,0,3,4,0,6,6,2,0,2,0,4,8,0,1385.0,81,1954,2005,2008,272
272,1106,0,1,4,0,4,3,524.0,0.0,2,6,0.0,0.0,2,628.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,0,5,1,2270,1,1,0,5,1,2,3,0,11764,1,92.0,0,0,5,3,348.0,1,1,0,3,15,57,6,7,2,0,1,1,4,8,0,1152.0,132,1999,2007,2010,273
273,0,0,1,3,0,4,3,620.0,620.0,5,3,1.0,0.0,4,0.0,1,1,4,0,4,3,13,14,2,2,1,1,2,2,1.0,5,2,5,1,1632,0,1,2,2,1,3,3,0,9600,4,80.0,3,0,0,3,183.0,0,1,0,3,12,0,5,5,2,0,1,3,4,8,0,1240.0,289,1958,1988,2009,274
274,0,0,1,2,0,4,1,546.0,0.0,0,6,0.0,0.0,4,270.0,1,2,4,0,4,3,6,7,4,3,0,1,1,6,1.0,5,3,5,1,816,0,1,4,2,1,3,3,0,8314,0,76.0,3,0,0,3,0.0,2,1,0,5,11,0,6,4,2,0,1,1,4,8,0,816.0,168,1982,1982,2007,275
275,596,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,952.0,0,2,4,0,2,2,13,14,4,3,0,0,2,6,2.0,5,3,5,5,1548,1,2,2,0,1,0,3,0,7264,4,55.0,3,0,4,3,0.0,2,1,0,9,3,0,6,6,2,0,1,1,4,8,144,952.0,74,1925,2007,2009,276
276,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,0,1560.0,1,2,4,0,4,2,12,13,4,3,0,2,2,6,2.0,5,0,5,1,1560,0,1,0,2,1,2,3,0,9196,4,129.0,0,0,0,3,0.0,2,1,0,3,11,150,4,6,2,0,1,1,4,8,0,1560.0,100,2003,2003,2010,277
277,0,0,1,2,0,4,3,120.0,0.0,3,6,0.0,0.0,4,744.0,1,2,4,0,4,3,12,13,4,3,0,1,1,6,2.0,5,3,5,5,864,0,1,0,2,1,3,3,0,19138,0,140.0,3,0,0,3,0.0,2,1,0,5,8,0,4,3,2,0,1,1,4,8,0,864.0,0,1951,1951,2010,278
278,0,0,1,3,0,4,1,0.0,0.0,6,6,0.0,0.0,0,2121.0,1,2,4,0,4,0,5,5,4,0,1,2,2,6,3.0,5,0,5,1,2121,1,1,0,2,1,0,3,0,14450,4,107.0,3,0,0,3,315.0,1,1,0,4,16,98,4,8,2,0,1,1,5,6,142,2121.0,124,2006,2007,2007,279
279,866,0,1,4,0,4,3,392.0,0.0,1,6,0.0,0.0,2,768.0,1,2,4,0,4,3,9,10,4,5,1,1,2,6,2.0,5,0,5,1,2022,1,1,0,5,1,3,3,0,10005,4,83.0,3,0,5,3,299.0,1,1,0,2,4,117,4,6,2,0,1,3,4,8,0,1160.0,288,1977,1977,2008,280
280,807,196,1,3,0,4,0,421.0,0.0,2,6,0.0,0.0,2,386.0,1,2,4,0,4,2,9,10,4,5,1,1,2,6,2.0,5,0,5,1,1982,1,1,2,5,1,2,3,0,11287,4,82.0,3,0,5,3,340.0,1,1,0,0,20,84,5,6,2,0,1,1,4,8,0,807.0,0,1989,1989,2007,281
281,0,0,2,2,0,4,3,905.0,0.0,2,6,0.0,0.0,2,357.0,1,2,4,0,4,2,12,13,4,3,0,2,2,6,2.0,5,0,5,1,1262,0,1,2,2,1,2,3,0,7200,4,60.0,3,0,0,1,68.0,3,1,0,4,21,120,4,5,2,0,1,1,5,6,0,1262.0,0,2006,2006,2006,282
282,0,0,1,2,3,4,3,904.0,0.0,2,6,1.0,0.0,2,410.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,2,5,1,1314,0,1,0,2,1,2,3,0,5063,4,34.0,3,0,11,3,166.0,3,1,0,3,16,62,4,6,2,0,1,1,4,5,0,1314.0,172,2007,2008,2009,283
283,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1468.0,1,1,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,0,5,1,1468,0,1,0,2,1,2,3,0,9612,4,74.0,3,0,0,3,72.0,3,1,0,11,21,150,4,7,2,0,1,1,5,6,0,1468.0,210,2008,2009,2009,284
284,0,0,1,2,4,4,3,430.0,0.0,2,6,1.0,0.0,2,1145.0,1,2,4,52,4,2,9,7,4,3,0,2,2,6,2.0,5,2,5,1,1575,0,1,2,2,1,2,3,0,8012,4,50.0,3,0,11,3,0.0,2,1,0,6,20,0,4,5,2,0,1,1,4,8,0,1575.0,0,1992,1992,2007,285
285,625,0,2,2,4,4,3,0.0,0.0,6,6,0.0,0.0,2,625.0,1,2,4,0,4,2,8,8,4,3,0,2,2,6,2.0,5,2,5,5,1250,1,1,0,5,1,2,3,0,4251,4,35.0,0,0,12,1,0.0,2,1,0,5,21,54,4,6,2,0,1,1,5,6,0,625.0,0,2006,2007,2007,286
286,649,0,1,3,0,4,3,600.0,0.0,5,6,0.0,0.0,4,312.0,1,2,4,0,4,3,13,14,0,2,1,1,1,6,2.0,5,2,5,1,1734,1,1,4,0,1,2,0,0,9786,4,77.0,0,0,4,3,0.0,2,1,0,5,12,0,6,5,2,0,1,1,4,8,128,912.0,0,1962,1981,2006,287
287,0,0,1,3,0,4,3,614.0,0.0,1,6,0.0,0.0,4,244.0,1,2,4,0,4,3,6,6,4,3,0,1,1,6,0.0,3,1,3,6,858,0,1,4,2,1,3,3,0,8125,0,73.0,0,0,0,3,0.0,2,1,0,5,12,0,3,3,2,0,1,1,4,8,0,858.0,0,1971,1971,2006,288
288,0,0,1,3,0,4,3,450.0,0.0,1,6,0.0,0.0,4,432.0,1,2,4,0,2,3,8,8,2,3,0,1,1,6,1.0,5,3,5,5,900,0,1,4,2,1,3,3,0,9819,4,71.0,0,0,0,3,31.0,1,1,0,1,19,0,4,4,2,0,1,1,4,8,0,882.0,0,1967,1967,2010,289
289,698,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,698.0,1,6,0,0,4,3,13,14,4,3,0,0,1,6,1.0,5,3,5,5,1396,0,1,0,5,1,3,3,0,8730,4,60.0,3,0,6,3,0.0,2,1,0,6,3,0,6,5,2,0,1,1,4,8,259,698.0,0,1915,2003,2007,290
290,840,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,1079.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,2,2,1,1919,1,1,0,5,1,2,3,0,15611,4,120.0,3,0,5,3,0.0,2,1,0,6,5,51,4,7,2,0,1,1,5,6,0,1079.0,0,2006,2006,2006,291
291,780,0,0,6,1,0,3,210.0,0.0,5,6,1.0,0.0,4,570.0,0,2,4,0,1,3,12,13,4,3,0,2,2,6,0.0,3,1,3,6,1716,0,1,0,5,1,1,0,0,5687,4,55.0,3,0,14,3,0.0,2,1,0,2,18,184,5,4,0,0,1,1,4,8,0,780.0,0,1912,2000,2008,292
292,568,0,1,3,0,4,3,292.0,0.0,3,6,0.0,0.0,4,476.0,1,2,4,0,4,3,13,14,4,2,1,1,1,3,1.0,5,3,5,1,1716,1,1,2,0,1,3,3,0,11409,4,60.0,3,0,4,3,0.0,2,1,0,0,7,0,3,4,2,0,1,1,4,8,160,768.0,0,1949,2008,2009,293
293,795,0,1,3,0,4,3,795.0,0.0,0,6,1.0,0.0,4,0.0,1,3,4,0,4,3,9,10,4,5,1,1,2,6,2.0,5,0,5,1,2263,1,1,1,5,1,2,3,0,16659,0,80.0,0,0,5,3,34.0,1,1,0,2,14,250,6,6,2,0,1,1,4,8,0,795.0,0,1977,1994,2006,294
294,0,0,1,3,0,4,3,1285.0,0.0,2,6,1.0,0.0,4,131.0,1,2,4,0,4,3,6,6,4,2,2,1,1,6,2.0,5,0,5,1,1644,0,1,4,2,1,3,3,0,9600,4,80.0,3,0,0,3,238.0,3,1,0,9,12,0,4,5,2,0,1,3,4,8,0,1416.0,110,1953,1953,2009,295
295,0,0,1,3,0,4,0,819.0,0.0,2,6,1.0,0.0,4,184.0,1,2,4,0,4,3,6,6,0,3,0,1,1,6,2.0,5,3,5,5,1003,0,1,4,7,1,3,3,0,7937,1,37.0,0,0,8,3,0.0,2,1,0,2,11,0,5,5,2,0,1,1,4,8,0,1003.0,120,1984,1984,2006,296
296,648,0,1,4,0,4,3,420.0,0.0,1,6,0.0,0.0,4,490.0,1,2,0,0,4,3,13,14,2,3,0,1,1,6,1.0,5,3,5,1,1558,1,1,4,0,1,3,3,0,13710,4,75.0,3,0,4,4,0.0,2,1,0,5,9,0,4,4,2,0,1,1,4,8,0,910.0,289,1950,1950,2007,297
297,975,0,2,3,0,4,3,649.0,0.0,1,6,0.0,0.0,2,326.0,1,2,4,0,4,2,12,13,4,5,1,2,2,6,2.0,5,2,5,5,1950,1,1,0,5,1,2,3,0,7399,4,66.0,0,0,5,1,1600.0,1,1,0,5,21,10,4,6,2,0,1,3,4,8,198,975.0,0,1997,1998,2007,298
298,702,0,1,3,0,4,3,384.0,175.0,0,5,0.0,1.0,4,143.0,1,2,4,0,4,2,6,1,4,2,1,1,1,6,2.0,5,3,5,1,1743,2,1,2,5,1,3,3,0,11700,4,90.0,3,0,5,3,365.0,1,1,0,5,14,0,5,5,2,0,1,4,4,8,0,702.0,224,1968,1968,2007,299
299,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,1.0,4,1092.0,1,2,4,0,2,3,6,6,0,2,1,1,1,6,1.0,5,3,5,1,1152,0,1,0,2,1,2,3,0,14000,4,80.0,3,0,0,3,0.0,2,1,0,7,6,36,7,5,2,0,1,1,3,8,0,1092.0,0,1950,2004,2009,300
300,0,0,1,2,1,4,2,841.0,0.0,1,6,1.0,0.0,4,324.0,1,2,4,0,4,3,8,8,4,2,2,1,1,6,1.0,5,3,5,1,1336,0,1,4,2,1,3,3,0,15750,0,90.0,3,0,14,3,56.0,1,1,0,5,6,0,4,4,2,0,1,3,4,8,0,1165.0,0,1953,1953,2006,301
301,1242,0,1,4,0,4,3,281.0,0.0,2,6,0.0,0.0,2,747.0,1,2,4,0,4,2,12,13,4,5,1,2,2,6,2.0,5,0,5,3,2452,1,1,0,5,1,2,3,0,16226,4,66.0,2,0,5,3,0.0,2,1,0,4,5,50,4,7,2,0,1,1,4,8,0,1028.0,208,1998,1999,2007,302
302,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1541.0,1,2,4,0,4,2,12,13,4,5,1,2,2,6,3.0,5,2,5,1,1541,0,1,0,2,1,2,3,0,13704,0,118.0,0,0,0,3,150.0,1,1,0,0,5,81,4,6,2,0,1,1,4,8,0,1541.0,468,2001,2002,2006,303
303,0,0,1,3,0,4,3,894.0,0.0,0,6,1.0,0.0,4,0.0,1,2,4,0,4,3,12,13,1,3,0,2,1,6,2.0,5,3,5,1,894,0,1,4,2,1,3,3,0,9800,0,70.0,3,0,0,3,0.0,2,1,0,6,5,0,6,4,2,0,1,1,0,8,0,894.0,256,1972,1972,2006,304
304,1818,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,1470.0,1,2,4,0,4,3,5,5,4,0,1,0,3,6,3.0,5,3,5,1,3493,0,1,0,3,1,2,3,0,18386,4,87.0,3,0,7,4,0.0,2,1,0,4,17,0,8,6,2,0,1,1,4,8,0,1470.0,302,1880,2002,2008,305
305,0,0,1,3,0,4,3,1464.0,0.0,2,6,1.0,0.0,2,536.0,1,2,4,0,4,2,5,5,4,3,0,2,2,6,3.0,5,0,5,1,2000,0,1,0,2,1,2,3,0,10386,4,80.0,3,0,0,3,246.0,3,1,0,6,5,0,4,7,2,0,1,1,4,8,0,2000.0,168,2004,2005,2007,306
306,1121,0,1,4,0,4,3,700.0,0.0,0,6,1.0,0.0,2,0.0,1,1,4,224,4,2,6,10,4,5,1,1,2,6,3.0,5,2,5,1,2243,1,1,2,5,1,2,3,0,13474,4,116.0,3,0,5,3,246.0,1,1,0,5,20,44,4,6,2,0,1,1,4,8,0,700.0,127,1990,1991,2007,307
307,371,0,0,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,319.0,1,0,0,0,1,3,8,8,2,3,0,1,1,6,0.0,3,1,3,6,1406,0,1,4,0,1,1,3,0,7920,4,60.0,0,0,4,4,0.0,2,1,0,2,9,144,6,5,0,0,1,1,4,8,0,319.0,0,1920,1950,2008,308
308,0,0,1,1,0,4,3,262.0,0.0,1,6,0.0,0.0,4,599.0,1,2,4,0,4,3,12,13,4,3,0,1,1,6,2.0,5,3,5,5,861,0,1,0,2,1,3,3,0,12342,4,65.5,0,0,1,3,0.0,2,1,0,2,7,0,4,3,2,0,1,1,4,8,0,861.0,158,1940,1950,2009,309
309,0,0,1,3,0,4,1,1274.0,0.0,2,6,1.0,0.0,0,622.0,1,2,4,0,4,2,12,13,4,0,3,2,2,6,3.0,5,0,5,1,1944,0,1,0,2,1,0,3,0,12378,4,90.0,0,0,0,3,0.0,2,1,0,10,16,175,4,8,2,0,1,1,4,8,0,1896.0,208,2003,2004,2006,310
310,804,0,1,3,0,4,3,518.0,0.0,0,6,0.0,0.0,2,179.0,1,2,4,0,4,3,6,6,4,5,1,2,2,6,2.0,5,0,5,1,1501,1,1,2,5,1,2,3,0,7685,4,65.0,0,0,5,3,112.0,1,1,0,4,8,63,4,5,2,0,1,1,4,8,0,697.0,190,1993,1994,2006,311
311,0,0,1,2,0,4,3,680.0,0.0,0,6,1.0,0.0,4,292.0,1,2,4,0,2,3,12,13,4,2,1,1,1,6,1.0,5,3,5,5,972,0,1,0,2,1,3,3,0,8000,4,50.0,3,0,0,3,0.0,2,1,0,4,12,0,5,5,2,0,1,1,4,8,0,972.0,0,1948,2002,2009,312
312,325,0,1,3,1,4,2,507.0,0.0,5,6,1.0,0.0,2,286.0,1,0,4,0,4,3,8,8,2,2,1,1,1,6,2.0,5,3,5,5,1118,0,1,4,0,1,3,3,0,7800,4,65.0,3,0,14,4,0.0,2,1,0,4,17,0,6,4,2,0,1,1,4,8,271,793.0,0,1939,1950,2006,313
313,0,0,1,3,0,4,1,1236.0,820.0,0,5,2.0,0.0,2,80.0,1,2,4,0,4,3,3,3,4,2,2,1,2,6,2.0,5,2,5,1,2036,0,2,4,2,1,3,2,2,215245,4,150.0,2,0,0,3,0.0,2,1,0,5,23,0,4,6,2,0,1,3,4,8,0,2136.0,0,1965,1965,2009,314
314,809,0,0,3,0,1,3,16.0,0.0,3,6,0.0,1.0,4,712.0,1,2,4,234,4,3,13,14,4,2,1,0,1,6,2.0,5,3,1,5,1641,1,1,0,5,1,0,3,0,9600,4,60.0,3,0,6,4,0.0,2,1,0,7,17,0,6,6,2,0,1,1,4,8,0,728.0,0,1925,1990,2006,315
315,716,0,1,3,0,4,3,425.0,0.0,2,6,1.0,0.0,2,291.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,0,5,1,1432,1,1,0,5,1,2,3,0,7795,4,71.0,0,0,5,3,0.0,2,1,0,6,8,51,4,6,2,0,1,1,4,8,0,716.0,100,2004,2005,2009,316
316,1200,0,1,4,0,4,3,692.0,0.0,2,6,1.0,0.0,2,153.0,1,2,4,0,4,2,5,5,0,5,1,1,2,6,2.0,5,2,5,1,2353,1,1,4,5,1,0,3,0,13005,0,94.0,0,0,5,3,278.0,1,1,0,7,14,195,6,6,2,0,1,1,4,8,0,845.0,288,1980,1980,2009,317
317,871,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,1088.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,2,5,1,1959,1,1,0,5,1,2,3,0,9000,4,75.0,3,0,5,1,0.0,2,1,0,11,21,46,4,7,2,0,1,1,4,8,0,1088.0,208,2006,2006,2007,318
318,1274,0,1,4,0,4,1,987.0,0.0,2,6,1.0,0.0,2,360.0,1,2,4,144,4,2,6,6,4,5,1,2,2,6,3.0,5,2,5,1,2646,1,1,0,5,1,2,2,1,9900,4,90.0,3,0,5,3,256.0,1,1,0,3,15,60,4,6,2,0,1,1,4,8,0,1347.0,340,1993,1993,2009,319
319,0,0,1,3,0,4,0,1036.0,0.0,2,6,1.0,0.0,2,336.0,1,2,4,0,4,3,9,10,4,5,2,1,2,6,2.0,5,3,5,1,1472,0,1,4,7,1,3,3,0,14115,4,80.0,3,0,8,3,225.0,1,1,0,5,14,48,4,6,2,0,1,1,4,8,0,1372.0,233,1980,1980,2009,320
320,1347,0,1,4,0,1,0,0.0,0.0,6,6,0.0,0.0,0,1249.0,1,2,4,0,4,3,12,13,4,3,0,2,3,6,3.0,5,2,5,1,2596,1,1,0,5,1,2,3,0,16259,0,111.0,3,0,5,3,370.0,3,1,0,8,16,154,4,8,2,0,1,1,5,6,0,1249.0,240,2006,2006,2006,321
321,1332,0,1,4,0,4,0,970.0,0.0,2,6,1.0,0.0,0,166.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,0,5,3,2468,1,1,0,5,1,2,3,0,12099,4,99.0,0,0,5,3,388.0,1,1,0,5,16,154,4,7,2,0,1,1,4,8,0,1136.0,184,2004,2004,2007,322
322,1177,0,1,4,0,4,1,28.0,1474.0,3,0,1.0,0.0,4,0.0,1,2,4,0,4,2,9,10,2,5,1,1,2,6,2.0,5,0,5,1,2730,1,1,0,5,1,2,3,0,10380,4,86.0,0,0,5,3,172.0,1,1,0,7,20,96,4,6,2,0,1,1,4,8,0,1502.0,201,1986,1987,2007,323
323,0,0,1,3,0,4,3,256.0,0.0,0,6,1.0,0.0,4,906.0,1,2,4,0,2,3,12,13,4,3,0,1,1,6,1.0,5,3,1,1,1163,0,1,0,2,1,3,3,0,5820,4,49.0,3,0,0,4,0.0,2,1,0,6,17,98,7,2,2,0,1,1,4,8,0,1162.0,142,1955,2005,2006,324
324,1080,0,1,5,0,4,3,0.0,0.0,6,6,0.0,0.0,2,710.0,1,4,4,0,2,2,13,14,4,2,1,1,2,6,2.0,5,0,5,3,2978,1,1,0,7,1,2,3,0,11275,0,96.0,3,0,8,3,300.0,1,1,0,5,12,0,6,6,2,0,6,4,4,8,0,710.0,240,1967,2007,2010,325
325,0,0,1,2,0,4,0,116.0,0.0,1,6,0.0,0.0,4,604.0,0,5,1,244,4,3,8,8,4,3,0,1,1,6,2.0,5,3,5,5,803,0,1,3,1,1,3,3,0,5000,4,50.0,3,0,3,4,0.0,2,1,0,11,9,0,5,4,2,0,1,1,4,8,0,720.0,0,1941,1950,2007,326
326,0,0,1,1,4,4,1,1619.0,0.0,2,6,2.0,0.0,2,100.0,1,2,4,0,4,2,3,3,4,2,2,2,1,6,2.0,5,0,5,1,1719,1,1,0,2,1,2,3,0,10846,1,32.0,0,0,11,3,0.0,2,1,0,4,24,30,4,7,2,0,1,1,4,2,0,1719.0,122,1993,1993,2008,327
327,0,0,1,3,0,4,3,565.0,0.0,5,6,0.0,0.0,4,818.0,1,2,4,0,4,3,13,14,4,3,0,1,1,6,1.0,5,2,5,1,1383,1,1,4,2,1,3,3,0,11600,4,80.0,3,0,0,3,175.0,1,1,0,3,12,45,4,5,2,0,1,3,4,8,0,1383.0,0,1960,1960,2006,328
328,689,0,2,5,0,4,3,0.0,0.0,6,6,0.0,0.0,4,844.0,0,4,0,268,4,3,13,15,4,3,0,0,2,6,2.0,5,3,5,5,2134,0,1,2,4,1,2,0,0,11888,4,52.0,0,0,7,3,0.0,2,1,0,6,3,60,5,5,2,0,1,1,4,8,0,844.0,0,1916,1994,2009,329
329,596,0,1,3,0,4,2,0.0,0.0,6,6,0.0,0.0,4,596.0,0,2,4,137,4,3,13,15,1,3,0,2,1,6,1.0,1,3,1,5,1192,0,1,4,5,1,3,3,0,6402,0,60.0,3,0,6,4,0.0,2,1,0,6,9,0,4,4,0,0,1,1,4,8,0,596.0,0,1920,1950,2009,330
330,0,0,1,6,2,4,3,40.0,264.0,2,5,0.0,1.0,4,1424.0,1,2,4,0,4,3,6,6,4,3,0,1,2,6,1.0,5,3,5,5,1728,0,1,4,2,2,3,3,0,10624,4,73.0,0,0,10,3,84.0,1,1,0,10,12,0,3,4,2,0,1,1,4,8,0,1728.0,155,1964,1964,2007,331
331,0,0,1,3,0,4,3,846.0,0.0,5,6,1.0,0.0,4,210.0,1,2,4,0,4,3,13,14,4,3,0,1,1,6,1.0,5,2,5,1,1056,0,1,1,2,1,3,3,0,8176,4,70.0,3,0,0,3,0.0,2,1,0,7,12,0,5,4,2,0,1,1,4,8,0,1056.0,0,1958,1992,2007,332
332,0,0,1,3,0,4,3,1124.0,479.0,2,4,1.0,0.0,2,1603.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,2,5,1,1629,0,1,0,2,1,2,3,0,10655,4,85.0,0,0,0,3,296.0,1,1,0,9,16,0,4,7,2,0,1,1,4,8,0,3206.0,0,2003,2004,2009,333
333,0,0,1,2,4,4,0,720.0,0.0,2,6,1.0,0.0,2,638.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,2,5,1,1358,0,1,0,2,1,2,3,0,8198,3,59.0,3,0,11,4,146.0,3,1,0,6,16,30,4,6,2,0,1,1,4,8,0,1358.0,192,2004,2004,2008,334
334,695,0,1,3,0,4,1,828.0,0.0,2,6,1.0,0.0,2,115.0,1,2,4,0,4,3,12,13,4,5,2,2,2,6,2.0,5,0,5,1,1638,1,1,2,5,1,3,3,0,9042,4,59.0,0,0,5,3,0.0,2,1,0,6,8,38,4,5,2,0,1,1,4,8,0,943.0,100,1998,1998,2008,335
335,167,0,1,3,1,4,1,1249.0,147.0,0,1,2.0,0.0,4,103.0,1,2,4,0,4,3,9,10,4,2,2,1,2,6,2.0,5,0,5,1,1786,0,1,0,0,1,3,1,2,164660,0,85.0,0,0,14,3,0.0,2,3,700,7,23,0,5,4,2,0,1,1,4,8,0,1499.0,670,1965,1965,2008,336
336,0,0,1,3,0,4,1,1249.0,0.0,2,6,1.0,0.0,0,673.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,0,5,1,1922,0,1,0,2,1,2,1,0,14157,0,86.0,0,0,0,3,200.0,3,1,0,6,22,51,4,8,2,0,1,3,4,8,0,1922.0,178,2005,2006,2007,337
